District,SA (ft2),Price(HK$),Date,Floor,Price/ft2(SA),Estate,District1
Tsing Yi,755,20000,2022-04-21 00:00:00,L,26.49,Mount Haven,KWAI TSING
Kowloon Station,530,31500,2022-04-21 00:00:00,H,59.43,The Cullinan,YAU TSIM MONG
Tai Wai,429,13500,2022-04-21 00:00:00,L,31.47,Grandway Garden,SHA TIN
So Kwun Wat,327,9000,2022-04-21 00:00:00,H,27.52,Emerald Bay,TUEN MUN
Lohas Park,504,15500,2022-04-21 00:00:00,M,30.75,Lohas Park,SAI KUNG
Shek Tong Tsui,230,14000,2022-04-21 00:00:00,L,60.87,Novum West,CENTRAL & WESTERN
Sai Ying Pun,252,16500,2022-04-21 00:00:00,H,65.48,Artlane,CENTRAL & WESTERN
Kowloon Bay,407,12000,2022-04-21 00:00:00,H,29.48,Richland Gardens,KWUN TONG
Ngau Tau Kok,434,15000,2022-04-21 00:00:00,H,34.56,On Kay Court,KWUN TONG
Kai Tak New Area,752,27000,2022-04-21 00:00:00,M,35.9,Upper Riverbank,CENTRAL & WESTERN
Kwun Tong,765,26000,2022-04-21 00:00:00,L,33.99,Grand Central,KWUN TONG
Sham Shui Po,503,16200,2022-04-21 00:00:00,L,32.21,Seaside Sonata,YAU TSIM MONG
Belvedere,620,18000,2022-04-21 00:00:00,H,29.03,Belvedere Garden,TSUEN WAN
Ma On Shan,586,16000,2022-04-21 00:00:00,L,27.3,Baycrest,SHA TIN
Tin Shui Wai,448,11000,2022-04-21 00:00:00,M,24.55,Kingswood Villas,YUEN LONG
Tai Kok Tsui,274,12300,2022-04-21 00:00:00,L,44.89,Park Summit,YAU TSIM MONG
Tseung Kwan O,1159,55000,2022-04-21 00:00:00,M,47.45,Monterey,SAI KUNG
Sheung Shui,330,12500,2022-04-21 00:00:00,H,37.88,Sheung Shui Centre,NORTH
Pak Shek Kok | Tai Po Mid-levels,248,11500,2022-04-21 00:00:00,H,46.37,Solaria,TAI PO
Lohas Park,769,21500,2022-04-21 00:00:00,H,27.96,Lohas Park,SAI KUNG
Pak Shek Kok | Tai Po Mid-levels,561,18000,2022-04-21 00:00:00,L,32.09,St Martin,TAI PO
Siu Hong,568,10800,2022-04-21 00:00:00,L,19.01,Siu Hong Court,TUEN MUN
Tsuen Wan West,429,18000,2022-04-21 00:00:00,L,41.96,Parc City,TSUEN WAN
Luk Yeung,445,14500,2022-04-21 00:00:00,M,32.58,Luk Yeung Sun Chuen,TSUEN WAN
Tuen Mun North,447,11500,2022-04-21 00:00:00,M,25.73,Tai Hing Gardens,TUEN MUN
Tai Po Town Centre,342,12000,2022-04-21 00:00:00,M,35.09,Fortune Plaza,TAI PO
Sha Tin,269,10500,2022-04-21 00:00:00,M,39.03,Garden Rivera,SHA TIN
Kam Tin,936,25500,2022-04-21 00:00:00,L,27.24,Park Yoho,YUEN LONG
Yuen Long Station,509,13800,2022-04-21 00:00:00,L,27.11,The Parcville,YUEN LONG
Pok Fu Lam,466,17000,2022-04-20 00:00:00,M,36.48,Pokfulam Gardens,SOUTHERN
Sheung Shui,394,9500,2022-04-20 00:00:00,L,24.11,Choi Po Court,NORTH
Fanling,535,14500,2022-04-20 00:00:00,M,27.1,Fanling Centre,NORTH
Lam Tin,614,20000,2022-04-20 00:00:00,L,32.57,Sceneway Garden,KWUN TONG
Lam Tin,537,17000,2022-04-20 00:00:00,H,31.66,Sceneway Garden,KWUN TONG
Lohas Park,366,13000,2022-04-20 00:00:00,L,35.52,Lohas Park,SAI KUNG
Four Little Dragons,517,18600,2022-04-20 00:00:00,L,35.98,Liberte,SHAM SHUI PO
Sai Ying Pun,283,15300,2022-04-20 00:00:00,M,54.06,Artlane,CENTRAL & WESTERN
Mid-Levels West,936,54000,2022-04-20 00:00:00,M,57.69,The Morgan,CENTRAL & WESTERN
Sheung Wan,533,24000,2022-04-20 00:00:00,H,45.03,s Terrace,EASTERN
Taikoo Shing,580,19800,2022-04-20 00:00:00,M,34.14,Taikoo Shing,EASTERN
Discovery Bay,715,19000,2022-04-20 00:00:00,H,26.57,Discovery Bay,ISLANDS
Discovery Bay,592,13500,2022-04-20 00:00:00,L,22.8,Discovery Bay,ISLANDS
Ho Man Tin,1058,31000,2022-04-20 00:00:00,M,29.3,Oriental Gardens,KOWLOON CITY
Tai Wai,737,24000,2022-04-20 00:00:00,H,32.56,Festival City,SHA TIN
Tai Wai,757,25000,2022-04-20 00:00:00,H,33.03,Festival City,SHA TIN
Pak Shek Kok | Tai Po Mid-levels,1238,44800,2022-04-20 00:00:00,L,36.19,Mayfair By The Sea 8,TAI PO
Kai Tak New Area,441,16000,2022-04-20 00:00:00,Others,36.28,Summit,YAU TSIM MONG
Ma Tau Wai,842,30000,2022-04-20 00:00:00,H,35.63,Majestic Park,KOWLOON CITY
To Kwa Wan,539,16500,2022-04-20 00:00:00,L,30.61,Sky Tower,YAU TSIM MONG
Tai Wai,490,13000,2022-04-20 00:00:00,H,26.53,Fung Shing Court,SHA TIN
So Kwun Wat,875,25000,2022-04-20 00:00:00,M,28.57,Hong Kong Gold Coast,TUEN MUN
So Kwun Wat,459,11300,2022-04-20 00:00:00,L,24.62,Napa,TUEN MUN
Tsim Sha Tsui,390,17500,2022-04-20 00:00:00,M,44.87,26 Kimberley Road,YAU TSIM MONG
Tuen Mun South,420,15000,2022-04-20 00:00:00,L,35.71,Regency Bay,TUEN MUN
Tuen Mun San Hui,252,8500,2022-04-20 00:00:00,H,33.73,Dorboa Building,TUEN MUN
Lohas Park,675,16500,2022-04-20 00:00:00,H,24.44,Lohas Park,SAI KUNG
Tiu Keng Leng,731,20500,2022-04-20 00:00:00,L,28.04,Metro Town,SAI KUNG
Tung Chung Town Centre,757,17800,2022-04-20 00:00:00,H,23.51,Caribbean Coast,ISLANDS
Tung Chung Town Centre,670,17800,2022-04-20 00:00:00,L,26.57,The Visionary,ISLANDS
Tung Chung Town Centre,749,18500,2022-04-20 00:00:00,H,24.7,Caribbean Coast,ISLANDS
Sai Ying Pun,311,15500,2022-04-20 00:00:00,M,49.84,Ko Nga Court,CENTRAL & WESTERN
Tsuen Wan West,424,16200,2022-04-20 00:00:00,H,38.21,Indi Home,SAI KUNG
Mei Foo,603,17800,2022-04-20 00:00:00,H,29.52,Mei Foo Sun Chuen,SHAM SHUI PO
Mei Foo,467,16800,2022-04-20 00:00:00,H,35.97,Mei Foo Sun Chuen,SHAM SHUI PO
Cheung Sha Wan,296,14300,2022-04-20 00:00:00,M,48.31,High One Grand,SHAM SHUI PO
King's Park,1626,53000,2022-04-20 00:00:00,L,32.6,Wylie Court,YAU TSIM MONG
Lohas Park,369,14000,2022-04-20 00:00:00,H,37.94,Lohas Park,SAI KUNG
Lohas Park,450,15000,2022-04-20 00:00:00,H,33.33,Lohas Park,SAI KUNG
Tin Shui Wai,449,10500,2022-04-20 00:00:00,L,23.39,Kingswood Villas,YUEN LONG
Tuen Mun North,520,12500,2022-04-20 00:00:00,L,24.04,Chelsea Heights,TUEN MUN
Tseung Kwan O,496,19200,2022-04-20 00:00:00,L,38.71,Tseung Kwan O Plaza,SAI KUNG
Mid-Levels West,511,25000,2022-04-20 00:00:00,M,48.92,Fairview Height,CENTRAL & WESTERN
Sham Tseng,808,23000,2022-04-20 00:00:00,M,28.47,Bellagio,TSUEN WAN
Sham Tseng,755,20000,2022-04-20 00:00:00,L,26.49,Bellagio,TSUEN WAN
Lohas Park,540,17300,2022-04-20 00:00:00,M,32.04,Lohas Park,SAI KUNG
Kai Tak New Area,654,24000,2022-04-20 00:00:00,H,36.7,Upper Riverbank,CENTRAL & WESTERN
Tin Shui Wai,547,13000,2022-04-20 00:00:00,M,23.77,Kingswood Villas,YUEN LONG
Tseung Kwan O,438,16700,2022-04-20 00:00:00,H,38.13,The Grandiose,SAI KUNG
Tseung Kwan O,465,15200,2022-04-20 00:00:00,M,32.69,Park Central,SAI KUNG
Tseung Kwan O,406,15300,2022-04-20 00:00:00,H,37.68,Park Central,SAI KUNG
North Point Mid-Levels,700,29000,2022-04-20 00:00:00,H,41.43,Viking Villas,WAN CHAI
Kornhill,490,15500,2022-04-20 00:00:00,M,31.63,Kornhill,EASTERN
Shap Pat Heung,480,11000,2022-04-20 00:00:00,L,22.92,La Grove,YUEN LONG
Hang Hau,455,14800,2022-04-20 00:00:00,L,32.53,Nan Fung Plaza,SAI KUNG
Lohas Park,379,13800,2022-04-20 00:00:00,H,36.41,Lohas Park,SAI KUNG
Tseung Kwan O,547,18000,2022-04-20 00:00:00,H,32.91,Park Central,SAI KUNG
Lohas Park,370,13500,2022-04-20 00:00:00,L,36.49,Lohas Park,SAI KUNG
Kowloon Station,1074,43000,2022-04-20 00:00:00,M,40.04,The Waterfront,YAU TSIM MONG
Kowloon Station,395,21000,2022-04-20 00:00:00,L,53.16,The Arch,YAU TSIM MONG
Kai Tak New Area,459,17000,2022-04-20 00:00:00,H,37.04,Summit,YAU TSIM MONG
Kowloon Bay,265,11200,2022-04-20 00:00:00,L,42.26,Tak Bo Garden,KWUN TONG
Kowloon Bay,538,16200,2022-04-20 00:00:00,M,30.11,Telford Gardens,KWUN TONG
Lohas Park,985,21000,2022-04-20 00:00:00,M,21.32,Lohas Park,SAI KUNG
Tseung Kwan O,567,20000,2022-04-20 00:00:00,L,35.27,Tseung Kwan O Plaza,SAI KUNG
Lohas Park,462,16000,2022-04-20 00:00:00,L,34.63,Lohas Park,SAI KUNG
Kowloon Bay,551,17000,2022-04-20 00:00:00,H,30.85,Telford Gardens,KWUN TONG
Tiu Keng Leng,651,20300,2022-04-20 00:00:00,L,31.18,Metro Town,SAI KUNG
Lohas Park,470,15000,2022-04-20 00:00:00,L,31.91,Lohas Park,SAI KUNG
Kowloon Station,950,40000,2022-04-20 00:00:00,L,42.11,Grand Austin,YAU TSIM MONG
Tseung Kwan O,905,30500,2022-04-20 00:00:00,H,33.7,Park Central,SAI KUNG
To Kwa Wan,452,16800,2022-04-20 00:00:00,H,37.17,Sky Tower,YAU TSIM MONG
Kai Tak New Area,514,18500,2022-04-20 00:00:00,H,35.99,Summit,YAU TSIM MONG
Tung Chung Town Centre,544,13500,2022-04-20 00:00:00,M,24.82,Caribbean Coast,ISLANDS
Kai Tak New Area,485,16500,2022-04-20 00:00:00,M,34.02,City,EASTERN
Shau Kei Wan,309,11500,2022-04-20 00:00:00,H,37.22,Seaview Garden,EASTERN
Ma Wan,555,14800,2022-04-20 00:00:00,H,26.67,Park Island,TSUEN WAN
Tung Chung Town Centre,569,16000,2022-04-20 00:00:00,M,28.12,Coastal Skyline,ISLANDS
Ma On Shan,337,12500,2022-04-20 00:00:00,M,37.09,Sunshine City,SHA TIN
Ha Kwai Chung,295,10500,2022-04-20 00:00:00,M,35.59,Cheong Hung Mansion,KWAI TSING
Kowloon Station,400,26000,2022-04-20 00:00:00,M,65.0,The Arch,YAU TSIM MONG
Tuen Mun North,532,13600,2022-04-20 00:00:00,M,25.56,Chelsea Heights,TUEN MUN
Tuen Mun North,447,10500,2022-04-20 00:00:00,H,23.49,Tai Hing Gardens,TUEN MUN
So Kwun Wat,325,9500,2022-04-20 00:00:00,M,29.23,Emerald Bay,TUEN MUN
Tai Wai,784,24000,2022-04-20 00:00:00,L,30.61,Festival City,SHA TIN
Kau To Shan,952,27500,2022-04-20 00:00:00,M,28.89,Dragons Range,SHA TIN
Tung Chung Town Centre,777,18500,2022-04-20 00:00:00,M,23.81,Coastal Skyline,ISLANDS
Fanling,464,12500,2022-04-20 00:00:00,H,26.94,8 Royal Green,NORTH
Pak Shek Kok | Tai Po Mid-levels,404,14000,2022-04-20 00:00:00,L,34.65,The Horizon,TAI PO
Fanling,378,10500,2022-04-20 00:00:00,L,27.78,Cheerful Park,NORTH
Sheung Shui,363,9500,2022-04-20 00:00:00,H,26.17,Choi Po Court,NORTH
Tsuen Wan West,527,20850,2022-04-20 00:00:00,M,39.56,Ocean Pride,TSUEN WAN
Ma On Shan,337,14000,2022-04-20 00:00:00,H,41.54,Sunshine City,SHA TIN
Tsing Yi,867,28000,2022-04-20 00:00:00,L,32.3,Villa Esplanada,KWAI TSING
Tung Chung Town Centre,1070,32000,2022-04-20 00:00:00,H,29.91,The Visionary,ISLANDS
Shap Pat Heung,1372,39000,2022-04-20 00:00:00,Others,28.43,One Hyde Park,YUEN LONG
Lohas Park,464,15300,2022-04-20 00:00:00,L,32.97,Lohas Park,SAI KUNG
Kwu Tung,2792,75000,2022-04-20 00:00:00,Others,26.86,Valais,NORTH
Tung Chung Town Centre,388,11000,2022-04-20 00:00:00,L,28.35,Coastal Skyline,ISLANDS
Taikoo Shing,715,28000,2022-04-20 00:00:00,L,39.16,Taikoo Shing,EASTERN
Tai Wai,844,28500,2022-04-20 00:00:00,L,33.77,Festival City,SHA TIN
Tseung Kwan O,699,25000,2022-04-20 00:00:00,H,35.77,The Wings,SAI KUNG
Lohas Park,508,13500,2022-04-20 00:00:00,M,26.57,The Beaumount,SAI KUNG
Pak Shek Kok | Tai Po Mid-levels,1019,33000,2022-04-20 00:00:00,M,32.38,The Horizon,TAI PO
Central,393,20000,2022-04-20 00:00:00,M,50.89,Caine Tower,CENTRAL & WESTERN
Kau To Shan,1573,60800,2022-04-20 00:00:00,Others,38.65,Le Cap,SHA TIN
Peak,1992,115000,2022-04-20 00:00:00,H,57.73,Oasis,SHAM SHUI PO
Fo Tan,906,31000,2022-04-20 00:00:00,M,34.22,The Palazzo,SHA TIN
Pak Shek Kok | Tai Po Mid-levels,949,25200,2022-04-20 00:00:00,H,26.55,Savanna Garden,TAI PO
Kowloon Tong,411,16000,2022-04-20 00:00:00,L,38.93,Kwong Fai Court,KOWLOON CITY
South Horizons,760,26000,2022-04-20 00:00:00,M,34.21,South Horizons,SOUTHERN
Tuen Mun Town Centre,404,11650,2022-04-20 00:00:00,H,28.84,Waldorf Garden,TUEN MUN
Kowloon Station,860,42800,2022-04-20 00:00:00,H,49.77,The Arch,YAU TSIM MONG
Kai Tak New Area,459,15500,2022-04-20 00:00:00,L,33.77,Summit,YAU TSIM MONG
Tsuen Wan West,559,15500,2022-04-20 00:00:00,L,27.73,Waterside Plaza,TSUEN WAN
Hang Hau,426,13500,2022-04-20 00:00:00,H,31.69,Wo Ming Court,SAI KUNG
Tuen Mun Town Centre,272,9000,2022-04-20 00:00:00,L,33.09,The Trend Plaza,TUEN MUN
Tai Wai,386,12500,2022-04-20 00:00:00,L,32.38,Glamour Garden,SHA TIN
San Po Kong,549,20500,2022-04-20 00:00:00,H,37.34,The Latitude,WONG TAI SIN
Tung Chung Town Centre,940,18000,2022-04-20 00:00:00,L,19.15,Caribbean Coast,ISLANDS
Tuen Mun Town Centre,326,10800,2022-04-20 00:00:00,L,33.13,Tuen Mun Town Plaza,TUEN MUN
Tsing Yi,520,16500,2022-04-20 00:00:00,H,31.73,Tierra Verde,KWAI TSING
Tsing Yi,363,11000,2022-04-20 00:00:00,M,30.3,Ching Wah Court,KWAI TSING
Tsing Yi,554,16000,2022-04-20 00:00:00,L,28.88,Ching Tai Court,KWAI TSING
Happy Valley,592,20000,2022-04-20 00:00:00,H,33.78,Nga Yuen,WAN CHAI
Tung Chung Town Centre,441,13500,2022-04-20 00:00:00,L,30.61,Coastal Skyline,ISLANDS
Long Ping,428,14000,2022-04-20 00:00:00,M,32.71,Yuccie Square,YUEN LONG
Yuen Long Station,639,18000,2022-04-20 00:00:00,M,28.17,Sun Yuen Long Centre,YUEN LONG
Tin Shui Wai,569,15000,2022-04-20 00:00:00,H,26.36,Wetland Seasons Park,YUEN LONG
Kam Tin,545,15000,2022-04-20 00:00:00,L,27.52,Park Yoho,YUEN LONG
Tsing Yi,368,14000,2022-04-20 00:00:00,H,38.04,Greenfield Garden,KWAI TSING
Tin Shui Wai,442,10500,2022-04-20 00:00:00,H,23.76,Kingswood Villas,YUEN LONG
Tsing Yi,520,19500,2022-04-20 00:00:00,L,37.5,Tierra Verde,KWAI TSING
Tsing Yi,467,13500,2022-04-20 00:00:00,L,28.91,Greenfield Garden,KWAI TSING
Olympic Station,520,23000,2022-04-20 00:00:00,M,44.23,Island Harbourview,YAU TSIM MONG
Tung Chung Town Centre,748,17200,2022-04-20 00:00:00,L,22.99,Caribbean Coast,ISLANDS
Residence Bel-air,698,33000,2022-04-19 00:00:00,M,47.28,Air,SOUTHERN
Tseung Kwan O,547,19000,2022-04-19 00:00:00,H,34.73,Park Central,SAI KUNG
Mid-Levels West,487,17500,2022-04-19 00:00:00,M,35.93,Scenic Rise,CENTRAL & WESTERN
Tsim Sha Tsui,1968,108000,2022-04-19 00:00:00,H,54.88,Harbour Pinnacle,YAU TSIM MONG
To Kwa Wan,185,9350,2022-04-19 00:00:00,H,50.54,The Zutten,KOWLOON CITY
Kowloon Tong,1607,43800,2022-04-19 00:00:00,H,27.26,Beverly Villa,KOWLOON CITY
Tuen Mun San Hui,229,7800,2022-04-19 00:00:00,H,34.06,Wah Lee Building,CENTRAL & WESTERN
Tung Chung Town Centre,563,14000,2022-04-19 00:00:00,L,24.87,Caribbean Coast,ISLANDS
Lohas Park,307,13000,2022-04-19 00:00:00,H,42.35,Lohas Park,SAI KUNG
Nam Cheong Station,441,18000,2022-04-19 00:00:00,L,40.82,Cullinan West,SHAM SHUI PO
Heng Fa Chuen,568,16800,2022-04-19 00:00:00,H,29.58,Heng Fa Chuen,EASTERN
Quarry Bay,604,22000,2022-04-19 00:00:00,M,36.42,Kornville,EASTERN
Ho Man Tin,879,36000,2022-04-19 00:00:00,M,40.96,Wen Po Mansion,KOWLOON CITY
Tuen Mun Town Centre,474,15800,2022-04-19 00:00:00,M,33.33,Century Gateway,TUEN MUN
Ma On Shan,491,15800,2022-04-19 00:00:00,H,32.18,Ocean View,SHA TIN
So Kwun Wat,307,10000,2022-04-19 00:00:00,H,32.57,Emerald Bay,TUEN MUN
Tin Shui Wai,635,14000,2022-04-19 00:00:00,H,22.05,Kingswood Villas,YUEN LONG
North Point,674,22500,2022-04-19 00:00:00,M,33.38,Tanner Garden,EASTERN
Tung Chung Town Centre,378,12000,2022-04-19 00:00:00,M,31.75,Century Link,ISLANDS
Yuen Long Town Centre,446,13800,2022-04-19 00:00:00,H,30.94,Greenfields,YUEN LONG
Sha Tin,326,12000,2022-04-19 00:00:00,M,36.81,Lucky Plaza,WAN CHAI
Tai Hang Mid-Levels,1570,75000,2022-04-19 00:00:00,M,47.77,Elm Tree Towers,WAN CHAI
Sai Ying Pun,213,15000,2022-04-19 00:00:00,M,70.42,15 Western Street,CENTRAL & WESTERN
Tai Wai,285,9000,2022-04-19 00:00:00,H,31.58,Golden Lion Garden,SHA TIN
Jardine's,1300,60000,2022-04-19 00:00:00,L,46.15,Cavendish Heights,WAN CHAI
Wan Chai,461,23000,2022-04-19 00:00:00,M,49.89,One Wanchai,WAN CHAI
Yuen Long Station,519,16800,2022-04-19 00:00:00,H,32.37,Grand Yoho,YUEN LONG
Tsing Yi,343,12900,2022-04-19 00:00:00,M,37.61,Tsing Yi Garden,KWAI TSING
North Point Mid-Levels,1292,60000,2022-04-18 00:00:00,L,46.44,Braemar Hill Mansions,EASTERN
Pak Shek Kok | Tai Po Mid-levels,2088,75000,2022-04-18 00:00:00,Others,35.92,Hampstead,TAI PO
Lohas Park,307,12800,2022-04-18 00:00:00,M,41.69,Lohas Park,SAI KUNG
Po Lam,420,14000,2022-04-18 00:00:00,M,33.33,Metro City,SAI KUNG
Siu Lek Yuen,417,16500,2022-04-18 00:00:00,L,39.57,Prima Villa,SHA TIN
Tai Wai,314,11000,2022-04-18 00:00:00,L,35.03,Grandeur Garden,SHA TIN
So Kwun Wat,450,11000,2022-04-18 00:00:00,M,24.44,Oma Oma,SOUTHERN
Kowloon Station,1127,52000,2022-04-18 00:00:00,M,46.14,Grand Austin,YAU TSIM MONG
Lohas Park,735,20500,2022-04-18 00:00:00,H,27.89,Lohas Park,SAI KUNG
Tung Chung Town Centre,508,14000,2022-04-18 00:00:00,L,27.56,Seaview Crescent,ISLANDS
Tin Shui Wai,638,12800,2022-04-18 00:00:00,L,20.06,Kingswood Villas,YUEN LONG
Po Lam,413,12700,2022-04-18 00:00:00,M,30.75,Well On Garden,SAI KUNG
Tai Wai,826,28000,2022-04-18 00:00:00,M,33.9,The Riverpark,SHA TIN
Ho Man Tin,570,23000,2022-04-18 00:00:00,M,40.35,Mantin Heights,KOWLOON CITY
Four Little Dragons,492,18000,2022-04-18 00:00:00,M,36.59,Banyan Garden,SHAM SHUI PO
Happy Valley,1280,66000,2022-04-18 00:00:00,H,51.56,Broadwood Twelve,WAN CHAI
Siu Sai Wan,493,18800,2022-04-18 00:00:00,M,38.13,Island Resort,EASTERN
North Point Mid-Levels,860,37000,2022-04-18 00:00:00,H,43.02,Le Sommet,EASTERN
Kowloon Station,772,32000,2022-04-18 00:00:00,L,41.45,Sorrento,CENTRAL & WESTERN
Yau Yat Tsuen,1072,40000,2022-04-18 00:00:00,H,37.31,Parc Oasis,SHAM SHUI PO
Kowloon Bay,559,16300,2022-04-18 00:00:00,M,29.16,Telford Gardens,KWUN TONG
Kowloon City,224,10500,2022-04-18 00:00:00,M,46.88,The Avery,KOWLOON CITY
Tai Wai,688,23000,2022-04-18 00:00:00,H,33.43,Festival City,SHA TIN
Tai Hang Mid-Levels,1161,47000,2022-04-18 00:00:00,M,40.48,Park Garden,WAN CHAI
Ha Kwai Chung,318,13500,2022-04-18 00:00:00,M,42.45,Kwai Chung Plaza,KWAI TSING
Olympic Station,460,20500,2022-04-18 00:00:00,H,44.57,Island Harbourview,YAU TSIM MONG
Olympic Station,737,31000,2022-04-18 00:00:00,M,42.06,Park Avenue,YAU TSIM MONG
Fanling,431,9500,2022-04-18 00:00:00,L,22.04,Wing Fok Centre,NORTH
Tai Po Hoi Bun,1606,43000,2022-04-18 00:00:00,Others,26.77,The Beverly Hills,TAI PO
Tung Chung Town Centre,378,12000,2022-04-18 00:00:00,H,31.75,Century Link,ISLANDS
Tung Chung Town Centre,408,11500,2022-04-18 00:00:00,H,28.19,Century Link,ISLANDS
Tsing Yi,451,12800,2022-04-18 00:00:00,L,28.38,Greenfield Garden,KWAI TSING
Ma Wan,360,12000,2022-04-18 00:00:00,H,33.33,Park Island,TSUEN WAN
Sai Wan Ho,498,19000,2022-04-18 00:00:00,H,38.15,Lei King Wan,EASTERN
Ma On Shan,700,21500,2022-04-18 00:00:00,L,30.71,Lake Silver,SHA TIN
Shek Tong Tsui,216,14000,2022-04-18 00:00:00,H,64.81,Novum West,CENTRAL & WESTERN
Kai Tak New Area,679,25000,2022-04-18 00:00:00,M,36.82,City,EASTERN
South Horizons,618,21500,2022-04-18 00:00:00,H,34.79,South Horizons,SOUTHERN
Deep Bay,329,11000,2022-04-18 00:00:00,M,33.43,Grandview Garden,CENTRAL & WESTERN
Tuen Mun South,540,14000,2022-04-18 00:00:00,H,25.93,Nerine Cove,TUEN MUN
Tuen Mun North,428,11000,2022-04-18 00:00:00,H,25.7,Tai Hing Gardens,TUEN MUN
Tuen Mun Town Centre,322,10000,2022-04-18 00:00:00,M,31.06,Tuen Mun Town Plaza,TUEN MUN
Kam Tin,583,16000,2022-04-18 00:00:00,M,27.44,Park Yoho,YUEN LONG
Yuen Long Station,615,18500,2022-04-18 00:00:00,L,30.08,Yoho Town,YUEN LONG
Tung Chung Town Centre,399,11300,2022-04-18 00:00:00,H,28.32,Coastal Skyline,ISLANDS
Wan Chai,515,29000,2022-04-17 00:00:00,M,56.31,The Avenue,WAN CHAI
Tuen Mun San Hui,454,14000,2022-04-17 00:00:00,H,30.84,Mount Regency,TUEN MUN
Tsuen Wan West,391,18500,2022-04-17 00:00:00,M,47.31,Ocean Pride,TSUEN WAN
Mei Foo,590,15800,2022-04-17 00:00:00,M,26.78,Mei Foo Sun Chuen,SHAM SHUI PO
King's Park,932,36000,2022-04-17 00:00:00,L,38.63,s Park Villa,YUEN LONG
Yau Yat Tsuen,657,24000,2022-04-17 00:00:00,L,36.53,Parc Oasis,SHAM SHUI PO
Causeway Bay,390,16500,2022-04-17 00:00:00,H,42.31,Lok Sing Centre,WAN CHAI
Kowloon Tong,1489,67000,2022-04-17 00:00:00,M,45.0,One Mayfair,KOWLOON CITY
Tseung Kwan O,845,36000,2022-04-17 00:00:00,L,42.6,Monterey,SAI KUNG
Tseung Kwan O,368,15500,2022-04-17 00:00:00,L,42.12,The Wings,SAI KUNG
Yuen Long Station,799,25600,2022-04-17 00:00:00,H,32.04,Grand Yoho,YUEN LONG
Olympic Station,1041,45000,2022-04-17 00:00:00,H,43.23,Imperial Cullinan,YAU TSIM MONG
Cheung Sha Wan,246,12300,2022-04-17 00:00:00,L,50.0,One Madison,SHAM SHUI PO
Four Little Dragons,527,16500,2022-04-17 00:00:00,M,31.31,The Sparkle,SHAM SHUI PO
Tsing Yi,531,16000,2022-04-17 00:00:00,L,30.13,Villa Esplanada,KWAI TSING
Yuen Long Town Centre,647,16000,2022-04-17 00:00:00,L,24.73,Scenic Gardens,CENTRAL & WESTERN
Tseung Kwan O,465,16600,2022-04-17 00:00:00,M,35.7,Park Central,SAI KUNG
Kowloon Station,454,19000,2022-04-17 00:00:00,H,41.85,The Coronation,YAU TSIM MONG
Quarry Bay,255,11000,2022-04-17 00:00:00,L,43.14,Grandview Court,EASTERN
Lohas Park,498,13000,2022-04-17 00:00:00,H,26.1,The Beaumount,SAI KUNG
Sha Tin,347,12500,2022-04-17 00:00:00,M,36.02,Shatin Centre,SHA TIN
Kennedy Town,461,21500,2022-04-17 00:00:00,H,46.64,Serene Court,ISLANDS
Tin Shui Wai,498,12000,2022-04-17 00:00:00,H,24.1,Central Park Towers,YUEN LONG
Ma Wan,360,11000,2022-04-17 00:00:00,M,30.56,Park Island,TSUEN WAN
Tung Chung Town Centre,806,18500,2022-04-17 00:00:00,H,22.95,Coastal Skyline,ISLANDS
Kai Tak New Area,460,15800,2022-04-17 00:00:00,M,34.35,Summit,YAU TSIM MONG
Tuen Mun Town Centre,592,16000,2022-04-17 00:00:00,L,27.03,Tuen Mun Town Plaza,TUEN MUN
Wan Chai,516,19000,2022-04-17 00:00:00,M,36.82,Southorn Garden,WAN CHAI
Fo Tan,689,22500,2022-04-16 00:00:00,L,32.66,The Palazzo,SHA TIN
Sha Tin,297,12000,2022-04-16 00:00:00,L,40.4,Wai Wah Centre,SHA TIN
Tsuen King Circuit,422,12500,2022-04-16 00:00:00,H,29.62,Tsuen Wan Centre,TSUEN WAN
Mid-Levels West,432,20000,2022-04-16 00:00:00,L,46.3,Vantage Park,CENTRAL & WESTERN
Po Lam,354,12300,2022-04-16 00:00:00,M,34.75,Well On Garden,SAI KUNG
Hang Hau,488,17500,2022-04-16 00:00:00,M,35.86,Residence Oasis,SAI KUNG
Nam Cheong Station,436,24500,2022-04-16 00:00:00,H,56.19,Cullinan West,SHAM SHUI PO
Tseung Kwan O,384,15500,2022-04-16 00:00:00,H,40.36,Park Central,SAI KUNG
Lohas Park,317,13000,2022-04-16 00:00:00,M,41.01,Lohas Park,SAI KUNG
Lohas Park,309,13200,2022-04-16 00:00:00,H,42.72,Lohas Park,SAI KUNG
Kai Tak New Area,334,15000,2022-04-16 00:00:00,H,44.91,Upper Riverbank,CENTRAL & WESTERN
Tung Chung Town Centre,777,19000,2022-04-16 00:00:00,M,24.45,Coastal Skyline,ISLANDS
Tung Chung Town Centre,940,20000,2022-04-16 00:00:00,L,21.28,Caribbean Coast,ISLANDS
Tung Chung Town Centre,494,14000,2022-04-16 00:00:00,M,28.34,The Visionary,ISLANDS
Tung Chung Town Centre,879,22800,2022-04-16 00:00:00,M,25.94,Coastal Skyline,ISLANDS
Belvedere,940,31000,2022-04-16 00:00:00,H,32.98,Serenade Cove,TSUEN WAN
